"u_parent_asset","name","asset_tag","serial_number","location","u_building","u_room","po_number","u_scheduled_retirement","model_id"
"","166443","166443","25307010551064","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-3rd Floor","Patient Care Center","","","","ZEBRA BARCODE SCANNER DS8178-HC"
"","166446","166446","25307010551204","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-3rd Floor","Patient Care Center","","","","ZEBRA BARCODE SCANNER DS8178-HC"
"","166442","166442","25307010551220","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-3rd Floor","Patient Care Center","","","","ZEBRA BARCODE SCANNER DS8178-HC"
"","166444","166444","25323010557301","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-3rd Floor","Patient Care Center","","","","ZEBRA BARCODE SCANNER DS8178-HC"
"","166445","166445","25323010557320","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-3rd Floor","Patient Care Center","","","","ZEBRA BARCODE SCANNER DS8178-HC"
"","166447","166447","25323010557572","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-3rd Floor","Patient Care Center","","","","ZEBRA BARCODE SCANNER DS8178-HC"
"","104025","104025","26023010550812","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","CDH- ER","","","Zebra BARCODE SCANNER DS8178-HC"
"","C013449","C013449","HC4000BVZWW","VIHA-LCHC-Ladysmith Community Health Centre","","","","","ZEBRA BARCODE SCANNER DS8108-HC"
"","C012976","C012976","M1R40A05L","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","main","hallway","","","MOTOROLA BARCODE SCANNER DS6878-HC"
"","C004911","C004911","M1U58R74T","","","","","",""
"","C018461","C018461","M1U58R75M","","","","","",""
"","C018454","","m1u58r76e","","","","","",""
"","C018473","C018473","M1U58R76K","","","","","",""
"","C018474","C018474","M1U58R77F","","","","","",""
"","C018480","C018480","M1U59C53P","","","","","",""
"","C018478","C018478","M1U59C57C","","","","","",""
"","c018459","c018459","m1u59c70a","","","","","",""
"","C018484","C018484","M1U59C70F","","","","","",""
"","C018515","","m1u59c71e","","","","","",""
"","C018488","C018488","M1U59C72H","","","","","",""
"","C018493","C018493","M1U59C72U","","","","","",""
"","C018482","C018482","M1U59C73C","","","","","",""
"","C018469","","m1u59c73y","","","","","",""
"","C004909","C004909","M1U59C74G","","","","","",""
"","C018475","C018475","M1U59E30B","","","","","",""
"","C018455","","m1u59e30f","","","","","",""
"","C018463","C018463","m1u59e31a","","","","","",""
"","C018512","C018512","m1u59e31g","","","","","",""
"","C018486","C018486","M1U59E32F","","","","","",""
"","C018483","C018483","M1U59E33N","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","main","hallway","","",""
"","c018460","","m1u59e33p","","","","","",""
"","C018513","","m1u59e33u","","","","","",""
"","c018462","c018462","m1u59e34c","","","","","",""
"","C018465","C018465","m1u59e34d","","","","","",""
"","C004905","C004905","M1U59E34E","","","","","",""
"","C018516","c018516","m1u59e34h","","","","","",""
"","C018477","C018477","M1U59E34J","","","","","",""
"","C018481","C018481","M1U59E34L","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","main","hallway","","",""
"","C018485","C018485","M1U59E35T","","","","","",""
"","C018491","C018491","M1U59E35U","","","","","",""
"","C006975","c006975","M1U59E35V","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","NRGH","n/a","","","MOTOROLA DS6878-HCBU0102SVW"
"","C018470","","m1u59e35w","","","","","",""
"","C018495","C018495","M1U59E36D","","","","","",""
"","C018467","C018467","m1u59e36j","","","","","",""
"","C018466","C018466","m1u59e36l","","","","","",""
"","C018494","C018494","M1U59E36V","","","","","",""
"","C004908","C004908","M1U59E36Y","","","","","",""
"","C018490","C018490","M1U59E37D","","","","","",""
"","C018487","C018487","M1U59E37U","","","","","",""
"","C018489","C018489","M1U59E38B","","","","","",""
"","C004910","C004910","M1U59E38J","","","","","",""
"","C004912","C004912","M1U59E39K","","","","","",""
"","C018476","C018476","M1U59E40D","","","","","",""
"","C018468","","m1u59e40f","","","","","",""
"","C018479","C018479","M1U59E40T","","","","","",""
"","C018492","C018492","M1U59E41B","","","","","",""
"","C018456","","m1u59e41g","","","","","",""
"","C018464","C018464","m1u59e43f","","","","","",""
"","C018514","C018514","m1u59e43p","","","","","",""
"","C018458","C018458","m1u59f74r","","","","","",""
"","C018471","","m1u59f78a","","","","","",""
"","C018472","","m1u59f83w","","","","","",""
"","S19296010554310-SCN","S19296010554310-SCN","S19296010554310","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19296010554311-SCN","S19296010554311-SCN","S19296010554311","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19296010554378-SCN","S19296010554378-SCN","S19296010554378","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19296010554386-SCN","S19296010554386-SCN","S19296010554386","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19303010553088-SCN","S19303010553088-SCN","S19303010553088","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19303010553096-SCN","S19303010553096-SCN","S19303010553096","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19303010553103-SCN","S19303010553103-SCN","S19303010553103","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19303010553179-SCN","S19303010553179-SCN","S19303010553179","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19303010553183-SCN","S19303010553183-SCN","S19303010553183","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19303010553184-SCN","S19303010553184-SCN","S19303010553184","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19303010553185-SCN","S19303010553185-SCN","S19303010553185","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19303010553187-SCN","S19303010553187-SCN","S19303010553187","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19303010559171-SCN","S19303010559171-SCN","S19303010559171","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19303010559174-SCN","S19303010559174-SCN","S19303010559174","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19303010559175-SCN","S19303010559175-SCN","S19303010559175","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19303010559176-SCN","S19303010559176-SCN","S19303010559176","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19303010559180-SCN","S19303010559180-SCN","S19303010559180","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19303010559183-SCN","S19303010559183-SCN","S19303010559183","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19303010559187-SCN","S19303010559187-SCN","S19303010559187","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19303010559188-SCN","S19303010559188-SCN","S19303010559188","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19303010559189-SCN","S19303010559189-SCN","S19303010559189","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19303010559190-SCN","S19303010559190-SCN","S19303010559190","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19303010559191-SCN","S19303010559191-SCN","S19303010559191","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19303010559195-SCN","S19303010559195-SCN","S19303010559195","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19303010559209-SCN","S19303010559209-SCN","S19303010559209","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19303010559214-SCN","S19303010559214-SCN","S19303010559214","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19303010559215-SCN","S19303010559215-SCN","S19303010559215","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19303010559216-SCN","S19303010559216-SCN","S19303010559216","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19303010559221-SCN","S19303010559221-SCN","S19303010559221","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19303010559222-SCN","S19303010559222-SCN","S19303010559222","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19303010559224-SCN","S19303010559224-SCN","S19303010559224","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19303010559225-SCN","S19303010559225-SCN","S19303010559225","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19303010559227-SCN","S19303010559227-SCN","S19303010559227","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19303010559228-SCN","S19303010559228-SCN","S19303010559228","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19303010559229-SCN","S19303010559229-SCN","S19303010559229","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19303010559232-SCN","S19303010559232-SCN","S19303010559232","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19303010559233-SCN","S19303010559233-SCN","S19303010559233","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19303010559234-SCN","S19303010559234-SCN","S19303010559234","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19303010559236-SCN","S19303010559236-SCN","S19303010559236","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19303010559237-SCN","S19303010559237-SCN","S19303010559237","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19303010559239-SCN","S19303010559239-SCN","S19303010559239","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19303010559241-SCN","S19303010559241-SCN","S19303010559241","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19303010559268-SCN","S19303010559268-SCN","S19303010559268","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19303010559272-SCN","S19303010559272-SCN","S19303010559272","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19303010559275-SCN","S19303010559275-SCN","S19303010559275","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19303010559293-SCN","S19303010559293-SCN","S19303010559293","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010559129-SCN","S19304010559129-SCN","S19304010559129","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010559132-SCN","S19304010559132-SCN","S19304010559132","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010559133-SCN","S19304010559133-SCN","S19304010559133","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010559135-SCN","S19304010559135-SCN","S19304010559135","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010559137-SCN","S19304010559137-SCN","S19304010559137","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010559149-SCN","S19304010559149-SCN","S19304010559149","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010559150-SCN","S19304010559150-SCN","S19304010559150","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010559152-SCN","S19304010559152-SCN","S19304010559152","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010559153-SCN","S19304010559153-SCN","S19304010559153","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010559155-SCN","S19304010559155-SCN","S19304010559155","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010559156-SCN","S19304010559156-SCN","S19304010559156","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010559159-SCN","S19304010559159-SCN","S19304010559159","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010559169-SCN","S19304010559169-SCN","S19304010559169","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010559178-SCN","S19304010559178-SCN","S19304010559178","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010559183-SCN","S19304010559183-SCN","S19304010559183","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010559186-SCN","S19304010559186-SCN","S19304010559186","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010559187-SCN","S19304010559187-SCN","S19304010559187","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010559188-SCN","S19304010559188-SCN","S19304010559188","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010559189-SCN","S19304010559189-SCN","S19304010559189","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010559190-SCN","S19304010559190-SCN","S19304010559190","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010559191-SCN","S19304010559191-SCN","S19304010559191","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010559193-SCN","S19304010559193-SCN","S19304010559193","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010559194-SCN","S19304010559194-SCN","S19304010559194","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010559195-SCN","S19304010559195-SCN","S19304010559195","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010559196-SCN","S19304010559196-SCN","S19304010559196","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010559197-SCN","S19304010559197-SCN","S19304010559197","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010559199-SCN","S19304010559199-SCN","S19304010559199","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010559200-SCN","S19304010559200-SCN","S19304010559200","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010559204-SCN","S19304010559204-SCN","S19304010559204","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010559205-SCN","S19304010559205-SCN","S19304010559205","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010559207-SCN","S19304010559207-SCN","S19304010559207","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010559217-SCN","S19304010559217-SCN","S19304010559217","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010559218-SCN","S19304010559218-SCN","S19304010559218","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010559234-SCN","S19304010559234-SCN","S19304010559234","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010559237-SCN","S19304010559237-SCN","S19304010559237","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010559240-SCN","S19304010559240-SCN","S19304010559240","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010559241-SCN","S19304010559241-SCN","S19304010559241","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010559271-SCN","S19304010559271-SCN","S19304010559271","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010559276-SCN","S19304010559276-SCN","S19304010559276","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010559277-SCN","S19304010559277-SCN","S19304010559277","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010559279-SCN","S19304010559279-SCN","S19304010559279","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010559284-SCN","S19304010559284-SCN","S19304010559284","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010559285-SCN","S19304010559285-SCN","S19304010559285","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010559295-SCN","S19304010559295-SCN","S19304010559295","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010559296-SCN","S19304010559296-SCN","S19304010559296","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010559297-SCN","S19304010559297-SCN","S19304010559297","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010559301-SCN","S19304010559301-SCN","S19304010559301","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010559302-SCN","S19304010559302-SCN","S19304010559302","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010559303-SCN","S19304010559303-SCN","S19304010559303","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010559307-SCN","S19304010559307-SCN","S19304010559307","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010559310-SCN","S19304010559310-SCN","S19304010559310","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010559311-SCN","S19304010559311-SCN","S19304010559311","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010559318-SCN","S19304010559318-SCN","S19304010559318","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010559321-SCN","S19304010559321-SCN","S19304010559321","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010559322-SCN","S19304010559322-SCN","S19304010559322","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010559323-SCN","S19304010559323-SCN","S19304010559323","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010559324-SCN","S19304010559324-SCN","S19304010559324","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010559325-SCN","S19304010559325-SCN","S19304010559325","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010559326-SCN","S19304010559326-SCN","S19304010559326","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010559332-SCN","S19304010559332-SCN","S19304010559332","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010559333-SCN","S19304010559333-SCN","S19304010559333","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010559344-SCN","S19304010559344-SCN","S19304010559344","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010559345-SCN","S19304010559345-SCN","S19304010559345","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010559361-SCN","S19304010559361-SCN","S19304010559361","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010559365-SCN","S19304010559365-SCN","S19304010559365","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010559381-SCN","S19304010559381-SCN","S19304010559381","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010559382-SCN","S19304010559382-SCN","S19304010559382","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010559384-SCN","S19304010559384-SCN","S19304010559384","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010559386-SCN","S19304010559386-SCN","S19304010559386","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010559390-SCN","S19304010559390-SCN","S19304010559390","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010559408-SCN","S19304010559408-SCN","S19304010559408","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010559415-SCN","S19304010559415-SCN","S19304010559415","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010559424-SCN","S19304010559424-SCN","S19304010559424","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010561236-SCN","S19304010561236-SCN","S19304010561236","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010561237-SCN","S19304010561237-SCN","S19304010561237","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010561238-SCN","S19304010561238-SCN","S19304010561238","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010561239-SCN","S19304010561239-SCN","S19304010561239","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010561255-SCN","S19304010561255-SCN","S19304010561255","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010561256-SCN","S19304010561256-SCN","S19304010561256","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010561257-SCN","S19304010561257-SCN","S19304010561257","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010561258-SCN","S19304010561258-SCN","S19304010561258","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010561259-SCN","S19304010561259-SCN","S19304010561259","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010561260-SCN","S19304010561260-SCN","S19304010561260","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010561261-SCN","S19304010561261-SCN","S19304010561261","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010561262-SCN","S19304010561262-SCN","S19304010561262","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010561263-SCN","S19304010561263-SCN","S19304010561263","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010561264-SCN","S19304010561264-SCN","S19304010561264","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010561265-SCN","S19304010561265-SCN","S19304010561265","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","S19304010561266-SCN","S19304010561266-SCN","S19304010561266","","","","","03/31/2025","ZEBRA DS8178-HC Handheld Barcode Scanner - Wireless w Cradle"
"","C008988","C008988","S20199010553937","VIHA-BAM-Bamfield Health Centre-Main Building-1st Floor","","","","",""
"","C002544","C002544","SM1T70W28J","","","","","",""
"AO400180-CRT","C018503","C018503","SM1U59C54J","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main Building","","","",""
"","C018498","C018498","SM1U59C72J","VIHA-CVANCR-Cedar Community Centre: COVID-IMS","","","","",""
"","C018504","C018504","SM1U59E32K","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","main","hallway","","",""
"","C018505","C018505","SM1U59E33R","VIHA-CVALFA-Aggie Hall Ladysmith: COVID-IMS","","","","",""
"","C018507","C018507","SM1U59E34T","VIHA-CVALFA-Aggie Hall Ladysmith: COVID-IMS","","","","",""
"","C018501","C018501","SM1U59E35A","VIHA-CVANCR-Cedar Community Centre: COVID-IMS","","","","",""
"","C018509","C018509","SM1U59E36N","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","main","hallway","","",""
"","C018502","C018502","SM1U59E40B","VIHA-CVANCR-Cedar Community Centre: COVID-IMS","","","","",""
"","C018500","C018500","SM1U59E40Y","VIHA-CVANCR-Cedar Community Centre: COVID-IMS","","","","",""
"","C018508","C018508","SM1U59E41C","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","Main","","","",""
"","C018506","C018506","SM1U59E41Y","VIHA-CVALFA-Aggie Hall Ladysmith: COVID-IMS","","","","",""
"","C018499","C018499","SM1U59E42W","VIHA-CVANCR-Cedar Community Centre: COVID-IMS","","","","",""
"","C018496","C018496","SM1U59F75K","VIHA-CVANCR-Cedar Community Centre: COVID-IMS","","","","",""
"","C002680","C002680","SM1U59F78H","","","","","",""
"","C002678","C002678","SM1U59F83R","","","","","",""
"","C018497","C018497","SM1U59F85M","VIHA-CVANCR-Cedar Community Centre: COVID-IMS","","","","",""
"AO400513-CRT","C018510","C018510","SM1U59F87H","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Main Building","G248","","",""
