"name","asset_tag","serial_number","location","location.city","u_building","u_room","u_floor","po_number","u_scheduled_retirement","operational_status","u_last_rounded_date","comments","u_location_comments","u_device_rounding","u_department_location","location.u_deskside_assignment_group","u_category","model_id","short_description"
"LD038215","HSS-8072021","GTQ2NN3","VIHA-PAHC-Port Alberni Health Centre-Main Building-1st Floor","Port Alberni","Main Building","PAHC - HCN-TWH - Rapid Response","1","VIHATRP20230213-001","05/31/2027","Operational","03/05/2026","","","General Rounding","PAHC","NTT-Deskside Services-WestCoast-Local","Laptop","Dell LATITUDE 7420 V3",""
"LD039280","HSS-8072045","6F12NN3","VIHA-PAHCCS-Port Alberni Home & Community Care Services-Main Building-1st Floor","Port Alberni","Main Building","Ty Watson House site","1","VIHATRP20230213-025","05/31/2027","Operational","08/21/2026","","Onsite at 2649 2nd Ave Port Alberni","General Rounding","Admin Support","NTT-Deskside Services-WestCoast-Local","Laptop","Dell LATITUDE 7420 V3",""
"LD039281","HSS-8072051","H1X2NN3","VIHA-PAMHAS-Port Alberni Mental Health & Addiction Services-Main Building-1st Floor","Port Alberni","Main Building","11","1","VIHATRP20230213-031","05/31/2027","Operational","07/24/2026","","","General Rounding","4780 Roger St","NTT-Deskside Services-WestCoast-Local","Laptop","Dell LATITUDE 7420 V3",""
"LD039282","HSS-8072047","CSQ2NN3","VIHA-PAHCCS-Port Alberni Home & Community Care Services-Main Building-1st Floor","Port Alberni","Main Building","3","1","VIHATRP20230213-027","05/31/2027","Operational","08/21/2026","","","General Rounding","Diabetes Admin","NTT-Deskside Services-WestCoast-Local","Laptop","Dell LATITUDE 7420 V3",""
"LD040098","HSS-8078471","9F885X3","VIHA-WCGH-West Coast General Hospital-Main Building-1st Floor","Port Alberni","Main Building","WC2420","2","VIHATRP20230918-059","10/31/2027","Operational","08/12/2026","","","General Rounding","Nutrition Services","NTT-Deskside Services-WestCoast-Staffed","Laptop","Dell LATITUDE 7430 V1",""
"LD040801","HSS-8016043","PC115539","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","Port Alberni","Main Building","WC2319","2","","05/31/2022","Operational","08/19/2026","","In Admin's storage drawer (reception)","General Rounding","Admin","NTT-Deskside Services-WestCoast-Staffed","Laptop","LENOVO THINKPAD T480S",""
"LD041016","HSS-8086121","1P3YCW3","VIHA-PAHC-Port Alberni Health Centre-Main Building-1st Floor","Port Alberni","Main Building","1","1","VIHATRP20240429-001","06/30/2028","Operational","04/28/2025","","","General Rounding","4259 6th Ave","NTT-Deskside Services-WestCoast-Local","Laptop","Dell LATITUDE 7440 V7",""
"LD042882","HSS-8086159","8VRXCW3","VIHA-UPR-Ucluelet Peninsula Road","Ucluelet","Main Building","125","1","VIHATRP20240429-039","06/30/2028","Operational","05/13/2025","","","General Rounding","PH Nursing-Pt Alberni","NTT-Deskside Services-WestCoast-Remote","Laptop","Dell LATITUDE 7440 V7",""
"LD042919","HSS-8086132","5Q5TCW3","VIHA-CFP-Coastal Family Place-Main Building-1st Floor","Tofino","Main Building","B004 (Print Shop)","1","VIHATRP20240429-012","06/30/2028","Operational","09/04/2025","","","General Rounding","PH Nursing-Pt Alberni","NTT-Deskside Services-WestCoast-Remote","Laptop","Dell LATITUDE 7440 V7",""
"LD042934","HSS-1960952","PC1FCPAP","VIHA-TGH-Tofino General Hospital-Main Building-Basement 1","Tofino","Main Building","B004 (Print Shop)","1","","04/30/2023","Operational","12/05/2025","","","General Rounding","261 Neill St","NTT-Deskside Services-WestCoast-Remote","Laptop","LENOVO THINKPAD T490S",""
"LD044172","HSS-8089562","108JVW3","VIHA-PAHC-Port Alberni Health Centre-Main Building-1st Floor","Port Alberni","Main Building","1","1","VIHATRP20240909-052","10/31/2028","Operational","11/12/2025","","EU is working at remote location - CHS Community Resource Team member","General Rounding","CHS Community Resource Team","NTT-Deskside Services-WestCoast-Local","Laptop","Dell LATITUDE 7440 V7",""
"LD044190","HSS-1019951","PC1G5RWG","VIHA-WCMHAS-West Coast Mental Health & Addiction Services-Main Building-1st Floor","Ucluelet","Main Building","Main Floor","1","","07/31/2023","Operational","07/15/2025","","","General Rounding","272 Main St","NTT-Deskside Services-WestCoast-Remote","Laptop","LENOVO THINKPAD T490S",""
"LD044191","HSS-1019943","PC1G5RWE","VIHA-WCMHAS-West Coast Mental Health & Addiction Services-Main Building-1st Floor","Ucluelet","Main Building","Main Floor","1","","07/31/2023","Operational","07/15/2025","","","General Rounding","272 Main St","NTT-Deskside Services-WestCoast-Remote","Laptop","LENOVO THINKPAD T490S",""
"LD044273","HSS-8086153","64YXCW3","VIHA-TGH-Tofino General Hospital-Main Building-1st Floor","Tofino","Main Building","WFH","1st Floor","VIHATRP20240429-033","06/30/2028","Operational","09/04/2025","","","Excluded","Medical Health Officer","NTT-Deskside Services-WestCoast-Remote","Laptop","Dell LATITUDE 7440 V7",""
"LD045671","HSS-1021344","PC1G5MCV","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","Port Alberni","Main Building","WC2312 - Administration","2","REQ0078667-RITM0081344-SCTASK0116320","03/31/2024","Operational","01/23/2026","","","General Rounding","Administration","NTT-Deskside Services-WestCoast-Staffed","Laptop","LENOVO THINKPAD T490S",""
"LD046277","HSS-8095802","FR9Q774","VIHA-TGH-Tofino General Hospital-Main Building-1st Floor","Tofino","Main Building","1","1","ISLHTRP20250922-010","09/30/2029","Operational","01/29/2026","","","General Rounding","PHC Public Health Admin","NTT-Deskside Services-WestCoast-Remote","Laptop","Dell LATITUDE 7450 V4",""
"LD046278","HSS-8092498","1KY2WH3","VIHA-PARS-Port Alberni Redford Street-Mental Health and Addictions-1st Floor","Port Alberni","Main Building","Outreach","1","VIHATRP20250310-052","12/31/2028","Operational","04/28/2026","","","General Rounding","4152 Redford St","NTT-Deskside Services-WestCoast-Local","Laptop","Dell LATITUDE 7450 V4",""
"LD046293","HSS-8092496","HTL2WH3","VIHA-PARS-Port Alberni Redford Street-Mental Health and Addictions-1st Floor","Port Alberni","Main Building","Main","1","VIHATRP20250310-050","12/31/2028","Operational","04/28/2026","","","General Rounding","CYF CI North/West","NTT-Deskside Services-WestCoast-Local","Laptop","Dell LATITUDE 7450 V4",""
"LD046296","HSS-8093406","5RSTFW3","VIHA-PARS-Port Alberni Redford Street-Mental Health and Addictions-1st Floor","Port Alberni","Main Building","1","1","ISLHTRP20250512-039","03/31/2029","Operational","04/28/2026","","","General Rounding","4152 Redford St","NTT-Deskside Services-WestCoast-Local","Laptop","Dell LATITUDE 7450 V4",""
"LD046329","HSS-8093405","GMBSFW3","VIHA-TGH-Tofino General Hospital-Main Building-1st Floor","Tofino","Main Building","WFH","1","ISLHTRP20250512-038","03/31/2029","Operational","01/09/2026","","This is a Remote - Work From Home (WFH) laptop device.  Main base shall be TGH - Tofino General Hospital.","Excluded","WFH/TGH - 261 Neill St","NTT-Deskside Services-WestCoast-Remote","Laptop","Dell LATITUDE 7450 V4",""
"LD048226","HSS-8092842","85JSFW3","VIHA-PARS-Port Alberni Redford Street-Mental Health and Addictions-1st Floor","Port Alberni","Main Building","1","1","VIHATRP20250331-038","03/31/2029","Operational","04/28/2026","","","General Rounding","4152 Redford St","NTT-Deskside Services-WestCoast-Local","Laptop","Dell LATITUDE 7450 V4",""
"LD048228","HSS-8094100","DY0JX64","VIHA-PAHC-Port Alberni Health Centre-Main Building-1st Floor","Port Alberni","Main Building","Reception Building 202","1","ISLHTRP20250623-074","03/31/2029","Operational","03/05/2026","","","General Rounding","Public Health Admin","NTT-Deskside Services-WestCoast-Local","Laptop","Dell LATITUDE 7450 V4",""
"LD048299","HSS-1967614","8QS0P73","VIHA-PAHC-Port Alberni Health Centre-Main Building-1st Floor","Port Alberni","Main Building","Outreach #7","1","COVID19W-07-0008","06/30/2025","Operational","03/05/2026","","","General Rounding","PAHC","NTT-Deskside Services-WestCoast-Local","Laptop","Dell LATITUDE 7410 V1",""
"LD048470","HSS-8093408","D3JSFW3","VIHA-PARS-Port Alberni Redford Street-Mental Health and Addictions-1st Floor","Port Alberni","Main Building","WFH","1st Floor","ISLHTRP20250512-041","03/31/2029","Operational","","","","Excluded","PPH Information Systems","NTT-Deskside Services-WestCoast-Local","Laptop","Dell LATITUDE 7450 V4",""
"LD048548","HSS-8094101","HVCJX64","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","Port Alberni","Main Building","WC2135","2","ISLHTRP20250623-076","03/31/2029","Operational","07/10/2026","","Health Records Room","General Rounding","Admin - Health Records","NTT-Deskside Services-WestCoast-Staffed","Laptop","Dell LATITUDE 7450 V4",""
"LD050412","HSS-8096231","PF586H69","VIHA-PAHCCS-Port Alberni Home & Community Care Services-Main Building-1st Floor","Port Alberni","Main Building","Liaison 1","1","ISLHTRP20251020-001","09/30/2029","Operational","08/21/2026","","","General Rounding","R37 Community Services Adm","NTT-Deskside Services-WestCoast-Local","Laptop","LENOVO THINKPAD T14",""
"LD050413","HSS-8096238","PF58QT7M","VIHA-PAHCCS-Port Alberni Home & Community Care Services-Main Building-1st Floor","Port Alberni","Main Building","Liaison 2","1","ISLHTRP20251020-008","09/30/2029","Operational","08/21/2026","","FLEX 2 - REAR OPEN AREA - SV","General Rounding","R37 Community Services Adm","NTT-Deskside Services-WestCoast-Local","Laptop","LENOVO THINKPAD T14",""
"LD050414","HSS-8096242","PF58C35C","VIHA-PAHCCS-Port Alberni Home & Community Care Services-Main Building-1st Floor","Port Alberni","Main Building","Flex Desk 2","1","ISLHTRP20251020-012","09/30/2029","Operational","08/21/2026","","","General Rounding","R37 Community Services Adm","NTT-Deskside Services-WestCoast-Local","Laptop","LENOVO THINKPAD T14",""
"LD050415","HSS-8096233","PF589Q4E","VIHA-PAHCCS-Port Alberni Home & Community Care Services-Main Building-1st Floor","Port Alberni","Main Building","Flex 5","1","ISLHTRP20251020-003","09/30/2029","Operational","03/05/2026","","REAR OPEN AREA","General Rounding","R37 Community Services Adm","NTT-Deskside Services-WestCoast-Local","Laptop","LENOVO THINKPAD T14",""
"LD050416","HSS-8096234","PF586Z2Q","VIHA-PAHCCS-Port Alberni Home & Community Care Services-Main Building-1st Floor","Port Alberni","Main Building","20","1","ISLHTRP20251020-004","09/30/2029","Operational","08/21/2026","","","General Rounding","R37 Community Services Adm","NTT-Deskside Services-WestCoast-Local","Laptop","LENOVO THINKPAD T14",""
"LD050417","HSS-8096237","PF58A0RN","VIHA-PAHCCS-Port Alberni Home & Community Care Services-Main Building-1st Floor","Port Alberni","Main Building","18","1","ISLHTRP20251020-007","09/30/2029","Operational","08/21/2026","","","General Rounding","R37 Community Services Adm","NTT-Deskside Services-WestCoast-Local","Laptop","LENOVO THINKPAD T14",""
"LD050418","HSS-8096232","PF589W8F","VIHA-PAHCCS-Port Alberni Home & Community Care Services-Main Building-1st Floor","Port Alberni","Main Building","17","1","ISLHTRP20251020-002","09/30/2029","Operational","08/21/2026","","","General Rounding","R37 Community Services Adm","NTT-Deskside Services-WestCoast-Local","Laptop","LENOVO THINKPAD T14",""
"LD050419","HSS-8096235","PF58R21G","VIHA-PAHCCS-Port Alberni Home & Community Care Services-Main Building-1st Floor","Port Alberni","Main Building","17","1","ISLHTRP20251020-005","09/30/2029","Operational","08/21/2026","","","General Rounding","R37 Community Services Adm","NTT-Deskside Services-WestCoast-Local","Laptop","LENOVO THINKPAD T14",""
"LD050420","HSS-8096241","PF589V06","VIHA-PAHCCS-Port Alberni Home & Community Care Services-Main Building-1st Floor","Port Alberni","Main Building","14a","1","ISLHTRP20251020-011","09/30/2029","Operational","08/21/2026","","","General Rounding","R37 Community Services Adm","NTT-Deskside Services-WestCoast-Local","Laptop","LENOVO THINKPAD T14",""
"LD050421","HSS-8096236","PF589L4P","VIHA-PAHCCS-Port Alberni Home & Community Care Services-Main Building-1st Floor","Port Alberni","Main Building","6","1","ISLHTRP20251020-006","09/30/2029","Operational","08/21/2026","","North HCN","General Rounding","R37 Community Services Adm","NTT-Deskside Services-WestCoast-Local","Laptop","LENOVO THINKPAD T14",""
"LD050422","HSS-8096239","PF58DJ9G","VIHA-PAHCCS-Port Alberni Home & Community Care Services-Main Building-1st Floor","Port Alberni","Main Building","1","1","ISLHTRP20251020-009","09/30/2029","Operational","08/21/2026","","","General Rounding","R37 Community Services Adm","NTT-Deskside Services-WestCoast-Local","Laptop","LENOVO THINKPAD T14",""
"LD050423","HSS-8096240","PF58DJ79","VIHA-PAHCCS-Port Alberni Home & Community Care Services-Main Building-1st Floor","Port Alberni","Main Building","15","1","ISLHTRP20251020-010","09/30/2029","Operational","08/21/2026","","","General Rounding","R37 Community Services Adm","NTT-Deskside Services-WestCoast-Local","Laptop","LENOVO THINKPAD T14",""
"LD055174","HSS-8092850","GMPSFW3","VIHA-WCMHAS-West Coast Mental Health & Addiction Services-Main Building-1st Floor","Ucluelet","Main Building","Clinical Desk - cubicle","1","VIHATRP20250331-046","03/31/2029","Operational","07/15/2025","","272 Main street, Ucluelet, BC","General Rounding","PA Westcoast MHSU","NTT-Deskside Services-WestCoast-Remote","Laptop","Dell LATITUDE 7450 V4","Laptop and 22"" monitor + docking station."
"LD055175","HSS-8092849","31JSFW3","VIHA-UPR-Ucluelet Peninsula Road-Community Health Centre-2nd Floor","Ucluelet","Main Building","217","2","VIHATRP20250331-045","03/31/2029","Operational","02/18/2026","","Rounded FEb 13th 2026 at this location ","General Rounding","PA Westcoast MHSU","NTT-Deskside Services-WestCoast-Remote","Laptop","Dell LATITUDE 7450 V4","Laptop, docking station and 22"" monitor."
"LD055184","HSS-8095806","3S4P774","VIHA-WCMHAS-West Coast Mental Health & Addiction Services-Main Building-1st Floor","Ucluelet","Main Building","1","1","ISLHTRP20250922-014","09/30/2029","Operational","","","272 Main street, Ucluelet, BC","General Rounding","PA Westcoast Admin Support","NTT-Deskside Services-WestCoast-Remote","Laptop","Dell LATITUDE 7450 V4","Laptop, docking station and 22"" monitor"
"LD055186","HSS-8092497","1KL2WH3","VIHA-PARS-Port Alberni Redford Street-Mental Health and Addictions-1st Floor","Port Alberni","Main Building","12","1","VIHATRP20250310-051","12/31/2028","Operational","04/28/2026","","","General Rounding","Cardiac Ambulatory","NTT-Deskside Services-WestCoast-Local","Laptop","Dell LATITUDE 7450 V4",""
"LD055187","HSS-8092499","25S2WH3","VIHA-PARS-Port Alberni Redford Street-Mental Health and Addictions-1st Floor","Port Alberni","Main Building","1","1","VIHATRP20250310-053","12/31/2028","Operational","04/28/2026","","","General Rounding","PA Westcoast MHSU","NTT-Deskside Services-WestCoast-Local","Laptop","Dell LATITUDE 7450 V4",""
"LD055188","HSS-8093407","7ZFTFW3","VIHA-PARS-Port Alberni Redford Street-Mental Health and Addictions-1st Floor","Port Alberni","Main Building","1","1","ISLHTRP20250512-040","03/31/2029","Operational","02/27/2026","","","General Rounding","4152 Redford St","NTT-Deskside Services-WestCoast-Local","Laptop","Dell LATITUDE 7450 V4",""
"LD055654","HSS-8099156","SD00PG93","VIHA-WCGH-West Coast General Hospital-Main Building","Port Alberni","Main Building","remote work, assigned to a user. Room 2310","2","ISLHTRP20260615-058","07/31/2030","Operational","","","","Excluded","Administration","NTT-Deskside Services-WestCoast-Staffed","Laptop","LENOVO THINKPAD T14 GEN6 NT FPR 2x1",""
"LD055655","HSS-8092495","JRY2WH3","VIHA-PAIHN-Port Alberni Integrated Health Network-Main Building-1st Floor","Port Alberni","Main Building","Admin","1","VIHATRP20250310-049","12/31/2028","Operational","05/06/2026","","","General Rounding","Integrated Primary/Urgent Care","NTT-Deskside Services-WestCoast-Local","Laptop","Dell LATITUDE 7450 V4",""
"LD055962","HSS-8094559","GRBKP54","VIHA-PARS-Port Alberni Redford Street-Mental Health and Addictions-1st Floor","Port Alberni","Main Building","9","1","ISLHTRP20250721-071","03/31/2029","Operational","04/28/2026","","","General Rounding","Adult Community Services","NTT-Deskside Services-WestCoast-Local","Laptop","Dell LATITUDE 7450 V4",""
"LD056095","HSS-8094558","B4KMR54","VIHA-PAMHAS-Port Alberni Mental Health & Addiction Services-Main Building-1st Floor","Port Alberni","Main Building","12","1","ISLHTRP20250721-070","03/31/2029","Operational","07/24/2026","","","General Rounding","PA Westcoast Admin Support","NTT-Deskside Services-WestCoast-Local","Laptop","Dell LATITUDE 7450 V4",""
"LD056454","HSS-8095419","3BBP774","VIHA-PAST-Port Alberni Youth Short Term Assessment and Response-Main Building-1st Floor","Port Alberni","Main Building","1","1","ISLHTRP20250922-074","09/30/2029","Operational","10/06/2025","","Director","General Rounding","MCC Pathway to Hope Port Alber","NTT-Deskside Services-WestCoast-Local","Laptop","Dell LATITUDE 7450 V4",""
"LD057434","HSS-8095799","90NQ774","VIHA-PAIHN-Port Alberni Integrated Health Network-Main Building-1st Floor","Port Alberni","Main Building","Clinic Room 2 - WFH","1","ISLHTRP20250922-006","09/30/2029","Operational","05/06/2026","","","General Rounding","PCN Port Alberni","NTT-Deskside Services-WestCoast-Local","Laptop","Dell LATITUDE 7450 V4",""
"LD057790","HSS-8096621","PF5RZB49","VIHA-PACDF-Port Alberni Community Dialysis Facility-Main Building-1st Floor","Port Alberni","Main Building","1","1","ISLHTRP20251124-018","12/31/2029","Operational","05/12/2026","","Engineer Office","General Rounding","PHC Environmental Health","NTT-Deskside Services-WestCoast-Local","Laptop","LENOVO THINKPAD T14",""
"LD057855","HSS-1031480","DKT28C3","VIHA-PARS-Port Alberni Redford Street-Mental Health and Addictions-1st Floor","Port Alberni","Main Building","06","1","REQ0427243-RITM0447912-SCTASK0697796","03/31/2026","Operational","02/27/2026","Part of bundle delivered to user - room n/a","","General Rounding","Mental Health & Substance Abuse","NTT-Deskside Services-WestCoast-Local","Laptop","Dell LATITUDE 7420 V3","13May 2022 
INC1458408 Shiplink Shiplink 1067207  Purolator 333525231333
In Transite to Port Alberni MHSU
Attention : Miranda Schroeder 
201-4152 Redford Street
Port Alberni, BC V9Y 3R5
"
"LD057867","HSS-8097530","PF5X07LC","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","Port Alberni","Main Building","WC2104","2","ISLHTRP20260209-072","04/30/2030","Operational","07/30/2026","","","General Rounding","CSC PA West Coast Adm","NTT-Deskside Services-WestCoast-Staffed","Laptop","LENOVO THINKPAD T14 GEN6",""
"LD057912","HSS-8097513","PF5WRYEV","VIHA-PAHC-Port Alberni Health Centre-Main Building-1st Floor","Port Alberni","Main Building","21","1","ISLHTRP20260209-055","04/30/2030","Operational","04/01/2026","","","General Rounding","PAHC","NTT-Deskside Services-WestCoast-Local","Laptop","LENOVO THINKPAD T14 GEN6",""
"LD058170","HSS-1025188","7Z6MDB3","VIHA-PARS-Port Alberni Redford Street-Mental Health and Addictions-1st Floor","Port Alberni","Main Building","'-","1","REQ0177550-RITM0185549-SCTASK0276379","08/31/2025","Operational","","Device is for 'work from home', by the user. ","Device set to be used as 'work from  home' by the user.","Excluded","","NTT-Deskside Services-WestCoast-Local","Laptop","Dell LATITUDE 7410 V1",""
"LD058178","HSS-1025177","7FGJDB3","VIHA-PAHC-Port Alberni Health Centre-Main Building-1st Floor","Port Alberni","Main Building","3","1","REQ0171212-RITM0178764-SCTASK0289351","08/31/2025","Operational","11/12/2025","","Shared device.","General Rounding","HPV Practice Support Team","NTT-Deskside Services-WestCoast-Local","Laptop","Dell LATITUDE 7410 V1","Laptop (no bundle)"
"LD058223","HSS-8094443","DRBKP54","VIHA-PACDF-Port Alberni Community Dialysis Facility-Main Building-1st Floor","Port Alberni","Main Building","Dialysis Unit Office","1","ISLHTRP20250714-077","03/31/2029","Operational","11/12/2025","","","General Rounding","CDF-Cumberland Clinic","NTT-Deskside Services-WestCoast-Local","Laptop","Dell LATITUDE 7450 V4",""
"LD058300","HSS-8100139","SD005MQS","VIHA-PARS-Port Alberni Redford Street-Public Health","Port Alberni","Main Building","Youth Clinic","1","ISLHTRP20260817-086","","Operational","","","","General Rounding","PHC PH Nursing-Pt Alberni","NTT-Deskside Services-WestCoast-Local","Laptop","LENOVO THINKPAD T14 GEN6 NT FPR 2x1",""
"LD058317","HSS-8096243","PF58DKLB","VIHA-PARS-Port Alberni Redford Street-Mental Health and Addictions-1st Floor","Port Alberni","Main Building","WFH","1","ISLHTRP20251020-016","09/30/2029","Operational","04/28/2026","","Room 23","General Rounding","Practice Support Team","NTT-Deskside Services-WestCoast-Local","Laptop","LENOVO THINKPAD T14",""
"LD058319","HSS-8095817","8BYQ774","VIHA-PAMHAS-Port Alberni Mental Health & Addiction Services-Main Building-1st Floor","Port Alberni","Main Building","HOff","1","ISLHTRP20250922-025","09/30/2029","Operational","07/24/2026","","","General Rounding","Adult Clinic - Pt Alberni","NTT-Deskside Services-WestCoast-Local","Laptop","Dell LATITUDE 7450 V4","Laptop + 1x24"" monitor + docking station - (Work from home bundle)"
"LD059155","HSS-8095803","CBYQ774","VIHA-TGH-Tofino General Hospital-Main Building-1st Floor","Tofino","Main Building","Admin WFH","1","ISLHTRP20250922-011","09/30/2029","Operational","01/29/2026","","","Excluded","CLKS Ops&Innovation","NTT-Deskside Services-WestCoast-Remote","Laptop","Dell LATITUDE 7450 V4",""
"LD059222","HSS-8095809","DZ4P774","VIHA-PARS-Port Alberni Redford Street-Mental Health and Addictions-1st Floor","Port Alberni","Main Building","11","1","ISLHTRP20250922-017","09/30/2029","Operational","04/28/2026","","","General Rounding","MCC Adult Community Services","NTT-Deskside Services-WestCoast-Local","Laptop","Dell LATITUDE 7450 V4",""
"LD059255","HSS-8095612","9V9Q774","VIHA-WCGH-West Coast General Hospital-Main Building-1st Floor","Port Alberni","Main Building","WFH","1","ISLHTRP20250915-005","09/30/2029","Operational","04/17/2026","","","Excluded","HR South Team 3","NTT-Deskside Services-WestCoast-Staffed","Laptop","Dell LATITUDE 7450 V4",""
"LD059444","HSS-8098488","PF61YKYH","VIHA-WCGH-West Coast General Hospital-Main Building","Port Alberni","Main Building","WFH","2","ISLHTRP20260420-029","05/31/2030","Operational","08/05/2026","","","Excluded","COV Contact Centre - HIM","NTT-Deskside Services-WestCoast-Staffed","Laptop","LENOVO THINKPAD T14 GEN6 NT FPR 2x1",""
"LD059457","HSS-1973599","4PJ06G3","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","Port Alberni","Main Building","WC2340 - Meeting Room C","2","DMND0003213","01/31/2026","Operational","04/10/2026","","","General Rounding","Administration","NTT-Deskside Services-WestCoast-Staffed","Laptop","Dell LATITUDE 7420 V3",""
"LD059510","HSS-8096257","PF58DJWG","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","Port Alberni","Main Building","WC2307","2","ISLHTRP20251020-030","09/30/2029","Operational","07/24/2026","","","General Rounding","Pulmonary Function","NTT-Deskside Services-WestCoast-Staffed","Laptop","LENOVO THINKPAD T14",""
"LD059545","HSS-8096258","PF588E0Y","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","Port Alberni","Main Building","WC2431 (Staff office) - (Rehab 4)","2","ISLHTRP20251020-031","09/30/2029","Operational","02/02/2026","","","General Rounding","Nursing - Med/Sur","NTT-Deskside Services-WestCoast-Staffed","Laptop","LENOVO THINKPAD T14",""
"LD059561","HSS-8096251","PF58DH1Q","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","Port Alberni","Main Building","WC2422 (Rehab 6)","2","ISLHTRP20251020-024","09/30/2029","Operational","08/12/2026","","","General Rounding","Nursing - Med/Sur","NTT-Deskside Services-WestCoast-Staffed","Laptop","LENOVO THINKPAD T14",""
"LD059562","HSS-8096254","PF5865RD","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","Port Alberni","Main Building","WC2430 (Rehab 2)","2","ISLHTRP20251020-027","09/30/2029","Operational","04/22/2026","","","General Rounding","Nursing - Med/Sur","NTT-Deskside Services-WestCoast-Staffed","Laptop","LENOVO THINKPAD T14",""
"LD059577","HSS-8096255","PF586H02","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","Port Alberni","Main Building","WC2430 (Rehab 7)","2","ISLHTRP20251020-028","09/30/2029","Operational","08/12/2026","","","General Rounding","Nursing - Med/Sur","NTT-Deskside Services-WestCoast-Staffed","Laptop","LENOVO THINKPAD T14",""
"LD059580","HSS-8096256","PF588GVA","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","Port Alberni","Main Building","WC2422 (Rehab 1)","2","ISLHTRP20251020-029","09/30/2029","Operational","04/22/2026","","","General Rounding","Nursing - Med/Sur","NTT-Deskside Services-WestCoast-Staffed","Laptop","LENOVO THINKPAD T14",""
"LD059614","HSS-8096248","PF588KST","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","Port Alberni","Main Building","WC2430 (Rehab 3)","2","ISLHTRP20251020-021","09/30/2029","Operational","08/12/2026","","","General Rounding","Nursing - Med/Sur","NTT-Deskside Services-WestCoast-Staffed","Laptop","LENOVO THINKPAD T14",""
"LD059635","HSS-8097525","PF5WJD8M","VIHA-PAST-Port Alberni Youth Short Term Assessment and Response-Main Building-1st Floor","Port Alberni","Main Building","Nursing","1","ISLHTRP20260209-067","04/30/2030","Operational","","","","General Rounding","Y-Star Port Alberni","NTT-Deskside Services-WestCoast-Local","Laptop","LENOVO THINKPAD T14 GEN6",""
"LD059797","HSS-8097516","PF5WS23H","VIHA-WCGH-West Coast General Hospital","Port Alberni","Main Building","WFH","1","ISLHTRP20260209-058","04/30/2030","Operational","06/25/2026","","User is WFH - Port Alberni local","Excluded","West Coast General Hospital","NTT-Deskside Services-WestCoast-Staffed","Laptop","LENOVO THINKPAD T14 GEN6",""
"LD060021","HSS-8097523","PF5WP0HG","VIHA-PAST-Port Alberni Youth Short Term Assessment and Response-Main Building-1st Floor","Port Alberni","Main Building","","1","ISLHTRP20260209-065","04/30/2030","Operational","","","","General Rounding","","NTT-Deskside Services-WestCoast-Local","Laptop","LENOVO THINKPAD T14 GEN6",""
"LD060905","HSS-1034641","23WS9K3","VIHA-WCGH-West Coast General Hospital-Main Building-1st Floor","Port Alberni","Main Building","WFH - WC Tech Office","1","REQ0563681-RITM0591949-SCTASK0953585","08/31/2026","Operational","06/05/2023","","","Excluded","IM/IT","NTT-Deskside Services-WestCoast-Staffed","Laptop","Dell LATITUDE 7420 V3",""
"LD060959","HSS-8098465","PF61LFR8","VIHA-PAIHN-Port Alberni Integrated Health Network-Main Building-1st Floor","Port Alberni","","","","ISLHTRP20260420-006","05/31/2030","Operational","","","","","","NTT-Deskside Services-WestCoast-Local","Laptop","LENOVO THINKPAD T14 GEN6 NT FPR 2x1",""
"LD061004","HSS-8099155","SD00PJ80","VIHA-WCGH-West Coast General Hospital-Main Building","Port Alberni","Main Building","WFH","1","ISLHTRP20260615-057","07/31/2030","Operational","06/19/2026","","","Excluded","WFH","NTT-Deskside Services-WestCoast-Staffed","Laptop","LENOVO THINKPAD T14 GEN6 NT FPR 2x1",""
"LD061046","HSS-1034798","8CFH6J3","VIHA-PARS-Port Alberni Redford Street-Mental Health and Addictions-1st Floor","Port Alberni","Main Building","Team Area","1","REQ0557136-RITM0585009-SCTASK0965062","08/31/2026","Operational","04/28/2026","","","General Rounding","Mental Health & Substance Abuse","NTT-Deskside Services-WestCoast-Local","Laptop","Dell LATITUDE 7420 V3",""
"LD061133","HSS-1984571","DG334J3","VIHA-WCGH-West Coast General Hospital-Main Building-1st Floor","Port Alberni","Main Building","WC2163 Endoscopy","2","DMND0003637","11/30/2026","Operational","08/31/2026","","","General Rounding","Operating Room","NTT-Deskside Services-WestCoast-Staffed","Laptop","Dell LATITUDE 7420 V3",""
